Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-19 00:00:00-04:00,130.95262056568842,131.76635279020948,129.29535606421032,130.77398681640625,1731400,0.0,0.0
2024-07-22 00:00:00-04:00,132.04420640466196,132.90755990633605,130.39687534939466,132.40145874023438,2009400,0.0,0.0
2024-07-23 00:00:00-04:00,136.55947670889734,136.60909803403075,129.4938361082106,129.65260314941406,1640800,0.0,0.0
2024-07-24 00:00:00-04:00,129.87092605089427,133.40374638346546,129.18619112779317,133.1358184814453,2066700,0.0,0.0
2024-07-25 00:00:00-04:00,132.92740356288917,137.31365883527747,132.43122063421671,133.9495391845703,1338900,0.0,0.0
2024-07-26 00:00:00-04:00,135.6465026110031,139.2190109056614,135.04115878258202,136.27169799804688,1717700,0.0,0.0
2024-07-29 00:00:00-04:00,136.53962616084783,136.72817811236868,134.5846640460829,136.33123779296875,1222600,0.0,0.0
2024-07-30 00:00:00-04:00,136.98618245031977,138.66328324747855,136.06328942975898,138.4251251220703,1428000,0.0,0.0
2024-07-31 00:00:00-04:00,139.31824205870416,142.90068340817047,138.64344054424797,140.32052612304688,2582700,0.0,0.0
2024-08-01 00:00:00-04:00,141.15413190478432,143.11901215859865,140.66786715967032,141.76939392089844,2896500,0.0,0.0
2024-08-02 00:00:00-04:00,140.8961198519558,142.07703780979438,134.72360214633994,137.9785614013672,2298400,0.0,0.0
2024-08-05 00:00:00-04:00,135.50757497897678,135.77551802824408,132.04421232447203,133.67169189453125,1885200,0.0,0.0
2024-08-06 00:00:00-04:00,134.38618861544091,137.85946927201903,133.2449738852003,135.2197723388672,1462000,0.0,0.0
2024-08-07 00:00:00-04:00,136.20222467802603,137.035808429881,132.6694043696194,132.93734741210938,1553900,0.0,0.0
2024-08-08 00:00:00-04:00,133.12588198712118,136.1724526269895,132.75871144259978,135.71595764160156,976900,0.0,0.0
2024-08-09 00:00:00-04:00,135.79533413125216,136.8075514997189,135.060993121167,135.85487365722656,737600,0.0,0.0
2024-08-12 00:00:00-04:00,135.7655889655584,135.7655889655584,133.45337438673357,134.56483459472656,1347200,0.0,0.0
2024-08-13 00:00:00-04:00,134.79306769003128,136.6487871556365,134.2968847191377,136.3709259033203,1158000,0.0,0.0
2024-08-14 00:00:00-04:00,136.87702051406572,137.63122828470537,134.8426825448661,134.9915313720703,1090000,0.0,0.0
2024-08-15 00:00:00-04:00,136.60909550986446,138.92130990917528,136.60909550986446,138.8220672607422,1120300,0.0,0.0
2024-08-16 00:00:00-04:00,138.72282526809354,139.82435204477844,137.46253145238822,138.97091674804688,1284800,0.0,0.0
2024-08-19 00:00:00-04:00,139.47705053356563,140.21139171516106,138.21674141765158,139.43734741210938,1714000,0.0,0.0
2024-08-20 00:00:00-04:00,139.52665306713718,140.45946430343275,138.36557162667697,138.68313598632812,1227700,0.0,0.0
2024-08-21 00:00:00-04:00,138.9113770745432,139.71519104600728,138.0877115448584,138.9213104248047,2263000,0.0,0.0
2024-08-22 00:00:00-04:00,144.2701632052572,144.3396209460982,137.09534665593765,139.14955139160156,2634500,0.0,0.0
2024-08-23 00:00:00-04:00,140.13200211194754,141.18390759355057,139.09001483859075,139.79458618164062,1735700,0.0,0.0
2024-08-26 00:00:00-04:00,140.03277308813054,140.10223083721914,138.89155819434137,139.41751098632812,1013200,0.0,0.0
2024-08-27 00:00:00-04:00,139.40756521792213,140.13200326804647,138.64345433448548,140.02284240722656,949700,0.0,0.0
2024-08-28 00:00:00-04:00,140.44953693818536,141.22358108648942,139.21899783822195,139.98312377929688,1089900,0.0,0.0
2024-08-29 00:00:00-04:00,140.98541474852593,142.34495103234795,140.03273692957532,141.44189453125,1577400,0.0,0.0
2024-08-30 00:00:00-04:00,141.07474107717357,142.17626784044694,139.94344454805247,141.8289337158203,1570700,0.0,0.0
2024-09-03 00:00:00-04:00,140.5487850154366,142.1762644597243,137.00603154077336,137.899169921875,1629200,0.0,0.0
2024-09-04 00:00:00-04:00,137.33351029292206,138.59381917068274,135.4480212222512,137.1052703857422,1368700,0.0,0.0
2024-09-05 00:00:00-04:00,137.3037567138672,137.998409866931,135.8846654976125,137.3037567138672,1194600,0.0,0.0
2024-09-06 00:00:00-04:00,137.3930605672154,138.93123079374956,135.46786823201933,136.15260314941406,1298400,0.0,0.0
2024-09-09 00:00:00-04:00,137.7403988752057,138.474739997724,136.1029859487063,137.0358123779297,1770300,0.0,0.0
2024-09-10 00:00:00-04:00,136.48007439827657,137.15489105155459,134.90221632793268,136.97625732421875,1357700,0.0,0.0
2024-09-11 00:00:00-04:00,136.29152560348132,137.7999259729399,133.7312198295601,137.64114379882812,1405500,0.0,0.0
2024-09-12 00:00:00-04:00,137.14496526863343,137.5617571323443,133.2251229658817,135.34878540039062,1616500,0.0,0.0
2024-09-13 00:00:00-04:00,135.76558155735862,136.55947733623285,135.32893812186265,136.2617645263672,917800,0.0,0.0
2024-09-16 00:00:00-04:00,137.22435010858777,138.71289890074829,136.4503059480484,137.25411987304688,887000,0.0,0.0
2024-09-17 00:00:00-04:00,137.60146953001623,138.71291457488286,136.34116050373154,137.29383850097656,1210200,0.0,0.0
2024-09-18 00:00:00-04:00,137.44267509491328,139.92358980781785,136.38083632948528,137.9487762451172,1390500,0.0,0.0
2024-09-19 00:00:00-04:00,140.76710550563706,142.34496361363105,140.38008341985926,140.8663330078125,1225900,0.0,0.0
2024-09-20 00:00:00-04:00,140.13199845909392,140.3205352646739,136.82741812291644,139.02053833007812,2613600,0.0,0.0
