Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-19 00:00:00-04:00,92.51548666283777,92.53508743638098,90.57542871032804,91.03594970703125,5323200,0.0,0.0
2024-07-22 00:00:00-04:00,91.27110396440895,92.65265943819568,91.12412806919643,92.5938720703125,1411300,0.0,0.0
2024-07-23 00:00:00-04:00,92.57427964009686,92.73104844775548,92.06476419532088,92.4175033569336,1040000,0.0,0.0
2024-07-24 00:00:00-04:00,92.74084203572941,92.91721160360656,91.82960051428152,92.24112701416016,1673100,0.0,0.0
2024-07-25 00:00:00-04:00,92.81923886800918,93.53451011688448,92.10396014362911,92.22154235839844,1264800,0.0,0.0
2024-07-26 00:00:00-04:00,92.22153975268357,93.32874421066785,92.13335122522213,92.90741729736328,1146700,0.0,0.0
2024-07-29 00:00:00-04:00,92.97601069255956,93.39733763142544,92.17255088768796,92.63307189941406,1204100,0.0,0.0
2024-07-30 00:00:00-04:00,93.09358467469598,94.28897762690231,92.99560323896688,93.4365234375,1903000,0.0,0.0
2024-07-31 00:00:00-04:00,93.43653005371931,94.03422657214523,92.9564157517969,93.45612335205078,4508600,0.0,0.0
2024-08-01 00:00:00-04:00,102.2745772624327,102.79389305876951,98.8255814959281,99.59964752197266,7552800,0.0,0.0
2024-08-02 00:00:00-04:00,98.26708983478423,99.70744022558488,95.57255902833553,97.23826599121094,3471900,0.0,0.0
2024-08-05 00:00:00-04:00,97.19906669003255,97.19906669003255,94.03422213571876,95.21001434326172,2901100,0.0,0.0
2024-08-06 00:00:00-04:00,95.30799313889051,97.04229519376304,94.21058910241051,96.61116790771484,2200100,0.0,0.0
2024-08-07 00:00:00-04:00,96.914921882107,98.02212632541197,96.66996455146838,97.2872543334961,2395700,0.0,0.0
2024-08-08 00:00:00-04:00,97.54201041278714,99.02154728264001,96.89531948251685,98.8255844116211,2004700,0.0,0.0
2024-08-09 00:00:00-04:00,99.01175689009942,99.39388973115811,98.30627857568197,99.16852569580078,1628600,0.0,0.0
2024-08-12 00:00:00-04:00,99.48207179835136,99.74662990671114,98.96276344368799,99.14893341064453,1460900,0.0,0.0
2024-08-13 00:00:00-04:00,99.4330822219167,99.7956142843134,98.74719721579334,99.67803955078125,1456600,0.0,0.0
2024-08-14 00:00:00-04:00,99.94259046593264,100.78524427770536,99.8054149594119,100.30513000488281,1787900,0.0,0.0
2024-08-15 00:00:00-04:00,100.58928478901699,101.18697381582378,100.0601760422738,100.4717025756836,2016900,0.0,0.0
